,User ID,Sex,Age-group,Occupation,Company Name,City,Zipcode,Education,Specialization,Job,Career Development,Personal Growth,Educational Content,Healthcare
456,uid000457,F,20-25,events_planner,Welch-Davis,New Ashley,33991,Event Management Certification,Event Coordination,1,0,1,0,1
457,uid000458,M,30-35,lawyer,"Cunningham, Johnson and Butler",Nolanland,28443,LLB,Civil Rights Law,0,0,0,1,1
458,uid000459,F,25-30,it_manager,Garrett Inc,Port Angelicamouth,61183,BE,System Analysis and Design,1,0,0,1,1
459,uid000460,F,20-25,data_analyst,Williamson-Jackson,North Paul,57777,MTech,Business Intelligence,1,0,0,0,0
460,uid000461,F,25-30,it_manager,"Townsend, Martin and Edwards",Walkerberg,61685,BE,Cybersecurity,1,0,0,0,0
461,uid000462,F,25-30,doctor,"Lopez, Chavez and Bradley",Melaniefort,48439,MBBS,Orthopedics,1,0,0,1,0
462,uid000463,F,40-45,doctor,Sherman and Sons,Lake Cassandra,24090,MBBS,Dermatology,1,1,0,0,0
463,uid000464,M,25-30,athlete,Harris Ltd,New Barbara,3860,Sports Training,Sports Training,1,0,1,1,1
464,uid000465,M,25-30,product_manager,Chang LLC,Kristinaborough,19149,BBA,Product Roadmapping,1,1,1,1,1
465,uid000466,F,20-25,journalist,Marquez-Suarez,Port Anneton,47919,MA Journalism,Political Journalism,0,0,1,0,1
466,uid000467,M,35-40,nurse,Lewis Group,Davisborough,32072,Diploma,Healthcare,1,0,0,0,1
467,uid000468,F,30-35,research_assistant,"Douglas, Leach and Lopez",South Christopher,62235,MS,Physics,1,0,1,0,1
468,uid000469,M,35-40,electrician,Callahan-Johnson,Mccoystad,5152,Diploma,Renewable Energy,1,0,0,1,0
469,uid000470,F,30-35,quality_assurance_analyst,George PLC,Lake Emma,39950,BTech,Performance Testing,0,1,1,1,1
470,uid000471,M,40-45,product_manager,Pena-Roberts,West Teresaton,25116,MBA,Product Strategy,0,1,0,0,0
471,uid000472,F,35-40,business_analyst,Reyes-Lloyd,Dawnfurt,51684,MBA,Data Analysis,1,0,0,1,1
472,uid000473,F,30-35,entrepreneur,Jordan PLC,New Adam,95151,BBA,Business Administration,1,1,1,1,0
473,uid000474,M,35-40,student,"Hawkins, Crosby and Johnson",East Robertchester,52181,MTech,Chemical Engineering,1,0,0,0,1
474,uid000475,M,25-30,financial_analyst,Miranda Group,Sanchezborough,74308,BBA,Economic Research,0,0,1,1,0
475,uid000476,F,35-40,doctor,Ford Group,Robertston,30431,MD,Cardiology,0,1,0,0,1
476,uid000477,F,20-25,lawyer,Anderson-Haas,Cassandraport,75426,JD,International Law,1,0,1,0,1
477,uid000478,F,35-40,it_manager,Dalton-Lynch,Deanfurt,727,BE,Database Management,0,0,0,1,0
478,uid000479,F,20-25,electrician,"Brown, Martinez and Garcia",Cassandrabury,20733,Diploma,Renewable Energy,0,1,1,1,0
479,uid000480,M,40-45,product_manager,Quinn LLC,Joelbury,21289,MBA,Market Research and Analysis,0,0,1,1,1
480,uid000481,M,25-30,lawyer,Clay-Porter,Sarahborough,91555,JD,Criminal Law,0,1,0,0,0
481,uid000482,M,35-40,it_manager,Gilbert LLC,New Jeffrey,35026,BE,Information Security,0,0,1,1,1
482,uid000483,F,25-30,research_assistant,York-Hart,Lake Matthewtown,43448,PhD,Physics,1,0,0,1,1
483,uid000484,M,20-25,chef,"Jackson, Peterson and White",Lake Brandy,34833,Culinary School Diploma,Bakery and Pastry,0,0,0,1,1
484,uid000485,M,20-25,software_engineer,"Warner, Salinas and Howell",West Hollyville,30323,BTech,DevOps,1,1,0,0,1
485,uid000486,F,25-30,architect,Vargas-White,Duffychester,98293,BArch,Architecture,0,0,1,1,1
486,uid000487,M,35-40,business_analyst,"Murphy, Martin and Hill",New Gregory,14755,MBA,Business Process Analysis,0,1,1,0,1
487,uid000488,M,20-25,entrepreneur,"Vargas, Foley and Duke",Brownmouth,1903,BBA,Strategy,1,1,1,1,0
488,uid000489,M,30-35,doctor,Hays-Cruz,Andrewville,96358,MD,Rheumatology,0,1,1,1,0
489,uid000490,F,30-35,chef,Andrews-Wolf,Peckmouth,1623,Culinary School Diploma,Bakery and Pastry,1,0,0,0,0
490,uid000491,M,30-35,nurse,Hernandez Group,East Micheleborough,54208,Diploma,Healthcare,1,0,0,1,0
491,uid000492,F,20-25,student,"Price, Bennett and Shaw",South Joseph,6342,BE,Computer Science,1,1,1,1,1
492,uid000493,F,35-40,psychologist,Schmidt LLC,Jarviston,86719,MA Psychology,Organizational Psychology,0,1,0,1,1
493,uid000494,M,25-30,journalist,"Brown, Thompson and Dominguez",Laurafort,69988,MA Journalism,Data Journalism,0,1,0,1,1
494,uid000495,M,40-45,marketing_manager,Murray-Lawrence,Lake Alexanderfort,14981,MBA,Content Marketing,1,1,1,0,1
495,uid000496,F,25-30,financial_analyst,Johnson-Davidson,South Melissa,2123,MBA,Economic Research,1,1,0,0,0
496,uid000497,M,40-45,journalist,Cabrera PLC,Port Sharonview,42683,MA Journalism,Investigative Journalism,1,0,0,0,0
497,uid000498,F,35-40,electrician,"Reed, Miller and Ware",North April,19873,Diploma,Power Systems,0,0,1,1,1
498,uid000499,F,20-25,psychologist,Moore LLC,Lake Susanfort,57834,BA Psychology,Neuropsychology,0,0,1,0,1
499,uid000500,F,25-30,chef,Swanson LLC,Lake Randyfurt,94816,Culinary School Diploma,International Cuisine,1,1,0,0,0
500,uid000501,F,40-45,research_assistant,Conway-Coleman,North Gabriel,32367,MS,Physics,0,0,0,0,1
501,uid000502,F,35-40,doctor,Hogan-Haynes,Lake Laurafurt,19410,MBBS,Dermatology,0,1,1,0,1
502,uid000503,M,40-45,events_planner,Armstrong Ltd,South Melissa,4271,Event Management Certification,Event Coordination,1,0,1,0,0
503,uid000504,F,40-45,product_manager,Good-Pittman,Thompsonhaven,95452,BBA,Competitor Analysis,0,1,0,0,0
504,uid000505,M,30-35,mechanical_engineer,Smith-Smith,Markberg,6065,MTech,Thermodynamics,0,1,0,1,0
505,uid000506,M,35-40,social_worker,Farrell-Hunter,Figueroaport,83408,BA,Child Welfare,0,0,1,1,1
506,uid000507,F,40-45,social_worker,Dougherty-Gray,Shannonside,84042,BA,Community Outreach,1,0,0,0,1
507,uid000508,F,40-45,events_planner,Thornton-Gonzalez,New Daniel,93818,Event Management Certification,Event Marketing,1,0,0,0,1
508,uid000509,M,40-45,teacher,"Little, Hendricks and Brooks",North Stacyview,27375,BEd,English Education,1,1,0,0,0
509,uid000510,F,20-25,teacher,Mckee PLC,Wilsonfort,25962,BEd,Physical Education,0,0,0,0,1
510,uid000511,F,20-25,events_planner,Porter Ltd,Connorhaven,62918,Event Management Certification,Event Coordination,0,0,1,0,0
511,uid000512,M,25-30,research_assistant,"Hernandez, Ball and Wilson",North Madison,22607,MTech,Biology,1,1,1,0,0
512,uid000513,M,30-35,teacher,"Oliver, Herrera and Young",North Kathy,23773,BEd,Science Education,1,1,1,1,0
513,uid000514,M,25-30,mechanical_engineer,Tran-Owens,New Nathanside,69651,BTech,Robotics,1,0,0,1,1
514,uid000515,F,40-45,product_manager,Riley-Martin,South Stevenberg,28327,MBA,Product Development,0,1,1,1,0
515,uid000516,F,30-35,quality_assurance_analyst,Barrett-Smith,East Barbarafurt,21289,BTech,Performance Testing,1,1,1,1,0
516,uid000517,M,25-30,student,"Mccall, Bennett and Duffy",Whiteton,16805,BE,Computer Science,0,1,1,1,1
517,uid000518,M,20-25,chef,Dawson-Wells,Lake Joseph,68523,Culinary School Diploma,Bakery and Pastry,0,1,1,1,0
518,uid000519,M,40-45,journalist,"Jones, Bennett and Butler",Timothyberg,8905,MA Journalism,Investigative Journalism,0,0,1,0,1
519,uid000520,F,40-45,chef,"Williams, Warren and Scott",East Shawnburgh,82815,Culinary School Diploma,Bakery and Pastry,1,1,1,1,1
520,uid000521,M,25-30,journalist,"Mclaughlin, Wallace and Reynolds",Jacksonside,16390,MA Journalism,Political Journalism,1,0,1,0,0
521,uid000522,M,35-40,electrician,Reed Ltd,Delgadoborough,99705,Diploma,Power Systems,1,1,1,1,0
522,uid000523,M,20-25,graphic_designer,Green-Bailey,East Nathan,39437,BFA,Advertising Design,0,0,1,1,1
523,uid000524,F,25-30,software_engineer,Berg-Bell,North Andrea,12191,BE,UI/UX Design,1,1,1,1,1
524,uid000525,M,40-45,athlete,Pearson Group,Shannonfurt,49099,Sports Training,Sports Nutrition,1,1,0,0,1
525,uid000526,F,20-25,psychologist,Riddle-Lewis,Kingmouth,3401,BA Psychology,Child and Adolescent Psychology,0,1,1,1,1
526,uid000527,F,30-35,nurse,Jefferson-Simmons,Jeremyhaven,20923,Diploma,Nursing,0,1,1,1,0
527,uid000528,F,20-25,business_analyst,Murray-Irwin,East Leslie,35642,MBA,Requirements Gathering,1,0,0,0,0
528,uid000529,M,20-25,social_worker,"Bates, Burns and Shaffer",Port Toddborough,37878,BBA,Family Services,1,1,1,1,1
529,uid000530,M,25-30,teacher,"Rubio, Maxwell and Bailey",Toddbury,73132,BEd,Social Studies Education,1,1,0,0,0
530,uid000531,M,30-35,quality_assurance_analyst,Vasquez Group,Ericshire,63709,MTech,Agile Testing,0,1,1,1,1
531,uid000532,F,35-40,business_analyst,"Moreno, Morse and Harrison",West Brandon,70495,MBA,Business Intelligence,1,0,1,0,0
532,uid000533,M,25-30,social_worker,Moore-Cruz,Zavalaburgh,44545,BBA,School Social Work,1,0,1,1,1
533,uid000534,F,35-40,electrician,Macias-Mathis,Jamesstad,10040,ITI Electrician,Electrical Wiring,1,0,1,0,1
534,uid000535,F,25-30,electrician,"Pratt, Ferrell and Brown",New Richard,19288,ITI Electrician,Electrical Wiring,0,1,0,0,1
535,uid000536,M,20-25,quality_assurance_analyst,Cherry and Sons,West Zacharyport,12706,MTech,Web Application Testing,1,0,0,1,1
536,uid000537,F,30-35,journalist,"Bauer, Patel and Anderson",Amberburgh,83465,MA Journalism,Photojournalism,0,1,1,0,0
537,uid000538,F,35-40,entrepreneur,Johnson Ltd,North Patrick,60801,BBA,Sales and Negotiation,1,1,0,0,0
538,uid000539,F,35-40,software_engineer,"Salazar, Sanders and Williamson",Phyllisfurt,41613,MTech,Mobile App Development,0,1,0,1,1
539,uid000540,M,35-40,electrician,Moore Inc,Port Seth,76008,ITI Electrician,Electrical Wiring,1,1,0,0,0
540,uid000541,M,30-35,psychologist,Little LLC,South Wesley,80190,MA Psychology,Research Psychology,0,1,0,0,1
541,uid000542,F,35-40,electrician,Burton LLC,Morrisonside,57923,ITI Electrician,Power Systems,0,1,0,0,1
542,uid000543,F,20-25,doctor,Powell-Scott,Michaelburgh,64069,MBBS,Pulmonology,0,1,1,0,1
543,uid000544,F,20-25,data_analyst,Peterson-Butler,Mooreland,3822,MTech,Social Network Analysis,1,1,1,1,1
544,uid000545,F,20-25,graphic_designer,Wilson and Sons,Hodgesshire,28675,Diploma,Illustration,1,0,0,0,0
545,uid000546,F,20-25,graphic_designer,Carroll Ltd,Port Vanessafort,42784,Diploma,Packaging Design,0,0,1,1,1
546,uid000547,F,25-30,graphic_designer,"Thomas, Diaz and Campbell",Haletown,37084,Diploma,Logo Design,0,0,1,1,0
547,uid000548,F,40-45,it_manager,"Le, Mahoney and Miller",New Raymond,27801,BE,Database Management,1,1,1,1,0
548,uid000549,M,25-30,electrician,Bailey Inc,Rebekahmouth,90179,Diploma,Electrical Wiring,1,1,1,0,1
549,uid000550,M,25-30,journalist,May Inc,Lake Vincent,78479,BJMC,Data Journalism,1,1,0,0,0
550,uid000551,M,20-25,graphic_designer,Davis LLC,Jeffreyburgh,46522,BFA,Branding,1,1,0,1,0
551,uid000552,F,40-45,chef,"Fitzgerald, Richardson and Ward",South Amanda,46725,Culinary School Diploma,Bakery and Pastry,1,1,0,0,0
552,uid000553,M,25-30,quality_assurance_analyst,"Shepard, Mason and Bryan",Alfredmouth,95113,MTech,Agile Testing,0,1,1,1,0
553,uid000554,M,25-30,lawyer,Williams-Nguyen,Wilsonberg,44040,JD,Intellectual Property Law,1,1,1,0,0
554,uid000555,F,20-25,chef,Smith-Simon,Jessicaton,32477,Culinary School Diploma,Culinary Arts,0,0,0,1,0
555,uid000556,F,20-25,events_planner,"Winters, Perry and Wagner",Kylestad,1370,Event Management Certification,Venue Management,0,1,0,1,1
556,uid000557,M,30-35,graphic_designer,"Ortega, Gilbert and Woods",Lake Shelbyfurt,91837,BFA,Motion Graphics,1,0,0,1,1
557,uid000558,F,20-25,quality_assurance_analyst,"Johnson, Duffy and Perez",Lake Diana,62095,BTech,Software Testing,0,0,0,1,1
558,uid000559,M,35-40,nurse,Roberts-Ramirez,Mirandaborough,89093,BSN,Nursing,0,1,0,1,0
559,uid000560,M,25-30,software_engineer,Daniels-Sharp,West Erikaville,57742,MTech,Machine Learning,1,1,0,0,1
560,uid000561,F,30-35,events_planner,Rodgers-Tucker,Cindyburgh,45669,Event Management Certification,Venue Management,0,1,1,1,1
561,uid000562,M,20-25,mechanical_engineer,"Williams, Campos and Oneal",North Jeremiah,58553,BTech,Thermodynamics,0,1,1,0,0
562,uid000563,M,20-25,psychologist,Hernandez Group,Marksside,26621,BA Psychology,Neuropsychology,0,1,0,0,1
563,uid000564,M,40-45,business_analyst,Watson LLC,North David,59190,BBA,Data Analysis,0,1,0,1,1
564,uid000565,M,40-45,product_manager,"Coleman, Mccormick and Porter",Lake Sarastad,69591,BBA,Competitor Analysis,0,1,0,1,1
565,uid000566,M,25-30,events_planner,Wiley and Sons,New Crystalberg,34898,Event Management Certification,Event Coordination,0,1,0,1,1
566,uid000567,M,20-25,software_engineer,Graham-Elliott,South Kaitlyn,50891,MTech,Mobile App Development,1,1,1,1,1
567,uid000568,M,25-30,lawyer,Cooper Ltd,South Kristinport,96473,JD,Family Law,1,0,1,1,0
568,uid000569,F,30-35,chef,Wagner-Scott,East Bryanside,94116,Culinary School Diploma,Bakery and Pastry,1,1,0,0,0
569,uid000570,M,40-45,social_worker,Lynch-Phillips,Port Wendyshire,59952,BBA,Child Welfare,1,1,1,0,0
570,uid000571,F,25-30,psychologist,Randall-Ortiz,Timothyshire,34751,BA Psychology,Health Psychology,0,1,1,1,1
571,uid000572,M,20-25,psychologist,Gonzalez-Brown,Donnamouth,3720,MA Psychology,Counseling Psychology,1,1,1,0,0
572,uid000573,F,20-25,doctor,Owens-Dougherty,Deborahhaven,96663,MD,Anesthesiology,0,0,0,1,1
573,uid000574,M,20-25,chef,Vaughn-Palmer,Matthewtown,48375,Culinary School Diploma,International Cuisine,0,0,1,0,1
574,uid000575,F,20-25,data_analyst,Kane-Williams,South Patricia,25460,MTech,Machine Learning,0,0,1,1,0
575,uid000576,M,30-35,student,Parker PLC,Crawfordside,11386,MTech,Information Technology,1,1,0,0,0
576,uid000577,M,25-30,doctor,"Shaw, Mathis and Wagner",Stacytown,72619,MBBS,Neurology,1,1,0,1,1
577,uid000578,M,40-45,student,"Olsen, Richards and Valencia",Dustinberg,3701,BTech,Electrical Engineering,1,0,0,1,0
578,uid000579,M,25-30,quality_assurance_analyst,Dawson-Ferguson,Davidview,9261,MTech,Software Testing,0,0,0,0,0
579,uid000580,M,30-35,marketing_manager,Nguyen Inc,New Brianport,68508,BBA,Social Media Marketing,1,0,0,0,1
580,uid000581,M,40-45,psychologist,Flores LLC,Port Rebeccaborough,87362,BA Psychology,Counseling Psychology,1,0,0,1,0
581,uid000582,M,35-40,social_worker,Ramirez-Mcmahon,Ellenburgh,24884,BBA,Family Services,0,0,1,1,0
582,uid000583,F,40-45,journalist,Lamb and Sons,Port Henryfurt,51679,MA Journalism,Sports Journalism,0,0,0,0,0
583,uid000584,F,25-30,marketing_manager,"Rodriguez, Adams and Stewart",New Veronica,98282,MBA,Digital Marketing,1,0,0,0,0
584,uid000585,F,35-40,marketing_manager,Brown Group,Charlesstad,71482,BBA,Product Management,1,1,0,0,0
585,uid000586,F,25-30,electrician,"Crosby, Davis and Peterson",North Seanport,38711,Diploma,Electrical Wiring,1,0,0,1,0
586,uid000587,F,25-30,electrician,Scott-Stanley,New Perry,69705,Diploma,Power Systems,0,0,0,0,1
587,uid000588,F,35-40,journalist,Brown Inc,East Elizabethmouth,86674,MA Journalism,Photojournalism,0,0,0,0,1
588,uid000589,M,30-35,architect,"Murphy, Carter and Chavez",Lake Jennifer,64480,BArch,Civil Engineering,0,1,1,1,1
589,uid000590,F,30-35,mechanical_engineer,"Krause, Moore and Mendez",Stevenstad,16856,BTech,Robotics,1,1,1,0,0
590,uid000591,F,25-30,research_assistant,Collins-Chapman,West Sophia,69588,MS,Chemistry,0,1,0,0,1
591,uid000592,M,35-40,marketing_manager,Reynolds Ltd,Carpenterville,97945,BBA,Market Research,0,1,0,1,0
592,uid000593,M,35-40,software_engineer,Barker-Johnson,Collinsberg,48965,MTech,Data Science,1,0,0,1,1
593,uid000594,F,30-35,teacher,Friedman-Wood,Julieport,57056,MEd,Elementary Education,1,1,0,0,0
594,uid000595,F,40-45,social_worker,Alvarez-Jenkins,Danielhaven,24568,BA,Mental Health,0,0,1,0,0
595,uid000596,F,30-35,electrician,"Cruz, Wood and Richardson",Lake Michelle,55575,ITI Electrician,Power Systems,1,0,0,1,1
596,uid000597,M,40-45,marketing_manager,"Miller, Hart and Buckley",North Anita,95775,BBA,Marketing Strategy,0,0,1,1,0
597,uid000598,M,25-30,research_assistant,"Cole, Rhodes and Williams",East Christine,67891,MTech,Biology,1,0,0,1,1
598,uid000599,M,25-30,events_planner,Rodriguez-Duran,Bowenmouth,24702,Event Management Certification,Venue Management,0,1,1,1,0
599,uid000600,M,25-30,data_analyst,Baker Group,South Gabriela,28275,MTech,Predictive Analytics,1,1,1,1,1
600,uid000601,M,30-35,social_worker,Webb-Trujillo,Lake Jacquelinebury,28361,BBA,Policy Advocacy,0,0,1,1,0
601,uid000602,F,25-30,psychologist,Romero-Griffin,Jeffreychester,45505,BA Psychology,Forensic Psychology,0,1,1,1,1
602,uid000603,F,35-40,social_worker,King-King,Nicolebury,80196,BA,Gerontology,0,1,1,1,0
603,uid000604,M,20-25,psychologist,"Christensen, Rhodes and Parker",Chapmanport,85421,MA Psychology,Educational Psychology,0,0,0,1,1
604,uid000605,M,40-45,athlete,"Schultz, Haynes and Austin",South Joshuaview,32910,Sports Training,Sports Nutrition,0,0,0,0,1
605,uid000606,M,20-25,student,Cobb and Sons,Krausemouth,51095,BTech,Electrical Engineering,1,0,1,1,1
606,uid000607,M,20-25,journalist,Carlson Inc,East Calvinshire,90751,MA Journalism,Broadcast Journalism,1,0,1,0,1
607,uid000608,M,35-40,social_worker,Lowe Group,South Stevenview,75134,BA,Child Welfare,0,1,0,0,1
608,uid000609,M,25-30,graphic_designer,Arnold-Reyes,Gonzalezfurt,11447,BFA,Illustration,0,1,1,0,0
609,uid000610,F,35-40,quality_assurance_analyst,"Brown, Clark and Griffin",Wendybury,37287,BTech,Performance Testing,1,1,0,1,0
610,uid000611,M,20-25,it_manager,"Mercer, Moore and White",West Melanieport,74107,BE,Database Management,0,0,1,1,0
611,uid000612,F,40-45,teacher,Thompson-Petty,New Mollymouth,62712,MEd,Foreign Language Education,0,0,0,1,1
612,uid000613,M,40-45,nurse,Ramirez-Melendez,West Susanport,12146,BSN,Healthcare,0,1,1,0,1
613,uid000614,F,25-30,quality_assurance_analyst,Espinoza-Hansen,West Erica,73781,BTech,Defect Tracking,0,1,0,1,0
614,uid000615,M,35-40,journalist,"Smith, Hill and Campbell",Jamesport,89704,BJMC,Science Journalism,0,1,0,0,1
615,uid000616,F,25-30,electrician,Hawkins-Ford,Morenotown,93038,Diploma,Renewable Energy,0,0,0,1,1
616,uid000617,F,30-35,chef,Brown-Roach,South Jennifer,12278,Culinary School Diploma,International Cuisine,0,0,1,0,0
617,uid000618,F,25-30,quality_assurance_analyst,"Mccoy, Smith and Hood",Port James,75227,BTech,User Acceptance Testing,0,0,0,0,0
618,uid000619,M,35-40,architect,"Marks, Mack and Klein",West Chadfort,64096,MArch,Civil Engineering,1,0,0,0,0
619,uid000620,F,25-30,athlete,Martinez Ltd,Williamsburgh,17087,Sports Training,Sports Psychology,0,1,1,0,1
620,uid000621,F,20-25,financial_analyst,"Ware, Yates and Rojas",South Christianhaven,96117,BBA,Investment Analysis,1,0,0,0,1
621,uid000622,F,40-45,journalist,Vasquez Group,Lake Tammy,40667,MA Journalism,Broadcast Journalism,1,1,0,0,0
622,uid000623,M,40-45,athlete,Ward-Carter,Burchbury,72586,Sports Training,Sports Psychology,1,0,1,1,1
623,uid000624,M,30-35,psychologist,Torres-Garcia,Lindahaven,51005,MA Psychology,Research Psychology,1,0,0,0,0
624,uid000625,F,40-45,product_manager,"Morris, Harris and Houston",East Cindy,13275,MBA,Product Roadmapping,0,0,0,0,1
625,uid000626,M,35-40,athlete,"Hayes, Acevedo and Hawkins",Williamport,24354,Sports Training,Sports Training,1,1,1,1,0
626,uid000627,M,30-35,graphic_designer,Marshall LLC,Caldwelltown,36046,BFA,Motion Graphics,0,0,0,0,0
627,uid000628,M,40-45,data_analyst,"Watts, Beasley and Bowen",Mcdowellmouth,72635,BE,Text Mining,0,1,1,1,1
628,uid000629,M,25-30,research_assistant,Crane Group,Johnberg,35296,MTech,Physics,0,0,0,0,1
629,uid000630,F,20-25,social_worker,Castillo-Ryan,Lake Savannahbury,57475,BA,Child Welfare,1,1,0,0,1
630,uid000631,F,35-40,chef,"Pacheco, Diaz and Gutierrez",Franciscoborough,47524,Culinary School Diploma,Culinary Arts,1,0,0,0,1
631,uid000632,F,20-25,events_planner,"Bailey, Gilmore and Mendez",Trevorburgh,28533,Event Management Certification,Venue Management,0,1,0,1,1
632,uid000633,F,40-45,financial_analyst,Webster PLC,East David,65940,BBA,Risk Management,0,0,1,1,0
633,uid000634,M,20-25,data_analyst,Berry Ltd,Port Dawn,67115,BE,Data Visualization,1,0,0,0,1
634,uid000635,M,20-25,it_manager,Shaw-Harris,Gabrielstad,18087,MTech,IT Infrastructure Management,0,0,1,0,0
635,uid000636,F,25-30,financial_analyst,Franklin-Gray,Wallaceville,50229,MBA,Financial Planning,0,0,1,1,0
636,uid000637,F,25-30,teacher,Hardy Group,Port Jacobfort,5806,BEd,Music Education,0,0,1,0,0
637,uid000638,M,35-40,electrician,Moore PLC,East Sharon,18042,Diploma,Electrical Wiring,0,1,1,0,1
638,uid000639,F,40-45,social_worker,Mcneil-Bauer,South Thomas,45846,BBA,Medical Social Work,0,0,1,0,0
639,uid000640,F,40-45,student,"Clark, Lee and Brown",Mullinsbury,90646,MTech,Electrical Engineering,1,1,0,0,0
640,uid000641,F,30-35,social_worker,"Cox, Olson and Mcclain",South Walter,61895,BA,Medical Social Work,1,0,0,1,1
641,uid000642,M,35-40,data_analyst,Jones-Bennett,East Haley,66397,BE,Business Intelligence,1,1,1,0,0
642,uid000643,F,25-30,product_manager,Nelson-Brown,Lindaport,64900,MBA,Competitor Analysis,0,0,0,1,1
643,uid000644,F,35-40,lawyer,"Lee, Harper and Kim",Kathymouth,98337,LLB,Environmental Law,0,0,0,0,0
644,uid000645,M,35-40,software_engineer,Barrera-Sanchez,West Keith,67192,BTech,Mobile App Development,1,0,1,0,1
645,uid000646,M,20-25,student,"Zavala, Kelley and Mueller",North Todd,96678,BE,Mechanical Engineering,1,0,0,1,1
646,uid000647,M,30-35,journalist,Bond and Sons,Mitchellfurt,69935,BJMC,Broadcast Journalism,1,0,1,0,1
647,uid000648,M,30-35,it_manager,"Parks, Diaz and Shannon",Lake Jeffreyshire,64917,BE,Network Administration,1,0,0,1,0
648,uid000649,M,40-45,social_worker,Gross-Leon,Villaview,54844,BA,Community Outreach,0,0,0,1,0
649,uid000650,M,40-45,psychologist,"Roberson, Medina and Martin",New Timothy,75082,BA Psychology,Forensic Psychology,1,0,0,0,0
650,uid000651,F,30-35,athlete,Bond-Vazquez,Holmesside,80589,Sports Training,Sports Nutrition,0,0,1,1,0
651,uid000652,F,20-25,chef,Keith-Davis,Jasonberg,14461,Culinary School Diploma,International Cuisine,1,0,0,1,1
652,uid000653,M,25-30,events_planner,"Vaughn, Hogan and Gray",South Michaelview,71675,Event Management Certification,Venue Management,1,1,1,0,0
653,uid000654,M,25-30,lawyer,"Hill, Martin and Potter",Lake Katieborough,43230,JD,Immigration Law,0,0,1,0,1
654,uid000655,M,25-30,financial_analyst,Lee-Turner,Port Laurenborough,37518,BBA,Risk Management,1,0,0,0,1
655,uid000656,M,30-35,product_manager,Sanchez and Sons,New Heather,81114,MBA,Agile Product Management,1,1,1,1,1
656,uid000657,M,30-35,graphic_designer,Stevenson-Garrett,Deborahbury,16772,BFA,Branding,1,1,1,0,0
657,uid000658,F,35-40,product_manager,Freeman Inc,West Bryanland,38268,MBA,Data-driven Product Management,1,1,0,1,0
658,uid000659,M,25-30,entrepreneur,Martinez Inc,Harringtontown,78586,Diploma,Entrepreneurship,1,0,1,0,0
659,uid000660,M,30-35,it_manager,Flores-Archer,Williamsfort,30155,MTech,Cybersecurity,0,1,0,0,0
660,uid000661,M,25-30,research_assistant,Merritt-Lewis,North Nicoleport,39317,PhD,Biology,1,0,0,0,1
661,uid000662,F,30-35,mechanical_engineer,Brown-Long,Nelsontown,47843,BE,Mechanical Design,0,1,0,1,1
662,uid000663,M,20-25,lawyer,Levy-Ross,South Sandra,25760,JD,Real Estate Law,1,1,1,1,0
663,uid000664,M,30-35,nurse,"Peterson, Smith and Goodwin",Ramostown,87831,BSN,Healthcare,0,1,1,1,0
664,uid000665,M,20-25,data_analyst,Williams and Sons,Priscillaland,16407,BE,Statistical Analysis,0,1,1,0,1
665,uid000666,F,35-40,research_assistant,"Williams, Welch and Harvey",Knightview,87292,MS,Chemistry,0,1,0,1,1
666,uid000667,F,35-40,lawyer,"Cline, Brooks and Edwards",Johnfort,8632,LLB,Criminal Law,0,0,1,1,0
667,uid000668,M,40-45,journalist,Gonzales-Jackson,Hamiltonville,90426,MA Journalism,Political Journalism,0,0,1,1,1
668,uid000669,M,25-30,social_worker,Archer LLC,Leslieborough,55074,BBA,Substance Abuse Counseling,0,1,0,1,1
669,uid000670,M,20-25,quality_assurance_analyst,"Navarro, Lyons and Harrison",New Ralph,8439,BTech,User Acceptance Testing,0,0,0,0,1
670,uid000671,M,35-40,teacher,"Brooks, Reyes and Underwood",Walterston,40136,MEd,Foreign Language Education,0,0,1,0,0
671,uid000672,M,20-25,student,Bennett PLC,New Williamfurt,82386,BE,Computer Science,0,0,1,0,0
672,uid000673,M,35-40,lawyer,"Lewis, Reed and Blake",Lake Seanstad,8311,LLB,Healthcare Law,1,1,1,1,1
673,uid000674,F,30-35,social_worker,"Davis, Palmer and Powell",Adamchester,13894,BA,School Social Work,0,0,0,1,1
674,uid000675,F,30-35,athlete,"Kelley, Dixon and Gallegos",Mariaburgh,19104,Sports Training,Sports Training,1,0,0,1,0
675,uid000676,M,20-25,social_worker,Fitzpatrick-Smith,Port Mark,82256,BA,Substance Abuse Counseling,0,0,0,0,1
676,uid000677,M,20-25,chef,Fowler Inc,North Tara,72806,Culinary School Diploma,International Cuisine,0,0,1,1,0
677,uid000678,F,20-25,chef,Lloyd-Hayes,Douglasville,61871,Culinary School Diploma,Bakery and Pastry,1,0,0,0,0
678,uid000679,M,35-40,doctor,"Harris, Delgado and Long",Amandachester,46212,MBBS,Neurology,1,1,0,1,1
679,uid000680,M,40-45,software_engineer,Nielsen-Stevens,Lake Emily,76817,MTech,Machine Learning,1,0,1,1,1
680,uid000681,M,30-35,entrepreneur,Vargas-Curtis,Harrisonmouth,80049,Diploma,Entrepreneurship,1,0,0,0,0
681,uid000682,F,40-45,it_manager,Miller Inc,Port Jonathan,52684,BE,Database Management,1,0,1,0,0
682,uid000683,F,40-45,data_analyst,"Forbes, Fernandez and Mcknight",Weeksberg,67937,MTech,Financial Analysis,0,0,1,0,0
