,Title,Description,URL,Published At,Category,Image URL
228,Joint Research Finds Flu Pandemics Are Followed By Recurrent Outbreaks For Around Two Decades - India Education Diary,"Influenza pandemics cause a persistent increase in influenza mortality risk, lasting around two decades, according to new research analysing historical data from the 19th and 20th centuries.A new study – led by researchers at the University of Glasgo",https://indiaeducationdiary.in/joint-research-finds-flu-pandemics-are-followed-by-recurrent-outbreaks-for-around-two-decades/,2023-07-05T08:07:06Z,health,https://indiaeducationdiary.in/wp-content/uploads/2023/07/flu-image-websize-638218999021773690.jpg
229,"Does Meal Timing Matter? Eating At Night May Boost Endurance, Study Suggests - Medical Daily",The latest study shows that restricting food intake during the active cycle – when individuals are most active and alert – offers health benefits such as weight loss and improved blood sugar control in mice.,https://www.medicaldaily.com/does-meal-timing-matter-eating-night-may-boost-endurance-study-suggests-470417,2023-07-05T08:02:19Z,health,https://d.medicaldaily.com/en/full/466586/running-together.png
230,8 Yoga Poses that can make you thin in 1 week - True Scoop,It's important to note that yoga alone cannot guarantee weight loss in a specific timeframe,https://www.truescoopnews.com/stories/yoga-poses-can-make-thin-week,2023-07-05T07:45:06Z,health,https://tsncdn.azureedge.net/newsimagesfull/webstory_20230705073945_1.jpg
231,"Spread of Antibiotic Resistant Genes Among Bacteria Can be Restricted With Proper Sanitation and Water Facilities, Finds Study - NewsClick","A major global public health concern is the rise of antibiotic resistance amongst bacteria, study highlights the role of environmental transmission of antibiotic resistance in settings with inadequate sanitation.",https://www.newsclick.in/spread-antibiotic-resistant-genes-among-bacteria-can-be-restricted-proper-sanitation-and-water,2023-07-05T06:46:33Z,health,https://www.newsclick.in/sites/default/files/2023-07/drinking%20water.jpg
232,Not brushing teeth at night? Study finds it may increase your risk of cardiovascular disease - News9 LIVE,Researchers looked at individuals who are 20 years of age and older to see if how frequently they brushed their teeth affected their risk of cardiovascular diseases (CVDs). Check details here,https://www.news9live.com/health/health-conditions/not-brushing-teeth-at-night-study-finds-it-may-increase-your-risk-of-cardiovascular-disease-2201708,2023-07-05T05:45:55Z,health,https://images.news9live.com/wp-content/uploads/2023/07/front-view-man-brushing-his-teeth-1-1.jpg
233,ECG Readings Can Diagnose Heart Attacks More Accurately: Study - BW Healthcareworld,"News and Updates for Healthcare in India - , Healthcare Service Providers-The researchers compared their model to three gold standards for assessing cardiac events: experienced clinician interpretation of ECG, commercial ECG algorithms and the HEART score, wh…",https://bwhealthcareworld.businessworld.in/article/ECG-Readings-Can-Diagnose-Heart-Attacks-More-Accurately-Study-/05-07-2023-483000,2023-07-05T05:42:57Z,health,https://static.businessworld.in/article/article_large_image/1622895965_wwNcjp_Cardiac_Arrest.jpg
234,Diabetes treatment & drugs that could make you throw your weight around - Indiatimes.com,"At the recently concluded American Diabetic Association (ADA) meeting in San Diego last week, the focus of treatment of this omnipresent and increasin",https://timesofindia.indiatimes.com/city/mumbai/diabetes-treatment-drugs-that-could-make-you-throw-your-weight-around/articleshow/101502436.cms,2023-07-05T03:32:00Z,health,"https://static.toiimg.com/thumb/msid-101502706,width-1070,height-580,imgsize-22628,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg"
235,"Polycystic ovary syndrome: Manage PCOS symptoms with weight loss, exercise and diet tips - Moneycontrol","Polycystic Ovary Syndrome: Here's everything you need to know about the symptoms, causes, and potential risks of Polycystic Ovary Syndrome (PCOS). Follow these weight loss, exercise and healthy diet tips to manage this condition effectively.",https://www.moneycontrol.com/news/health-and-fitness/polycystic-ovary-syndrome-manage-pcos-symptoms-with-easy-weight-loss-exercise-and-diet-tips-10905841.html,2023-07-05T03:25:59Z,health,https://images.moneycontrol.com/static-mcnews/2023/07/Causes-symptoms-and-cure-for-PCOS-770x433.jpg
236,Astaxanthin: The carotenoid you should know - Mint Lounge,The ‘King of Carotenoids’ is becoming a buzzword thanks to its innumerable benefits,https://lifestyle.livemint.com/health/wellness/astaxanthin-king-of-carotenoids-antioxidant-111688484387027.html,2023-07-05T02:38:05Z,health,https://images.livemint.com/img/2023/07/04/1140x641/abstral-official-Pwcn31davYQ-unsplash_1688484485382_1688484502615.jpg
237,Gluten-free diet next big health trend - Telangana Today,This diet is followed by people for managing signs and symptoms of celiac disease,https://telanganatoday.com/gluten-free-diet-next-big-health-trend,2023-07-05T02:10:38Z,health,https://cdn.telanganatoday.com/wp-content/uploads/2022/02/cropped-android-chrome-512x512-1-267x267-2.png
238,Mysterious brain illness in Canada: Dementia-like symptoms reported in young people - The Financial Express,"Meanwhile, some experts claim that the illness may be linked to the use of pesticides in the primarily rural province.",https://www.financialexpress.com/healthcare/news-healthcare/mysterious-brain-illness-in-canada-dementia-like-symptoms-reported-in-young-people/3155230/,2023-07-05T01:30:00Z,health,https://www.financialexpress.com/wp-content/uploads/2023/02/x-ray-g55f6a41a3_1920.jpg
239,Cervical cancer High prevalence of high‐risk HPV in younger women: Study - DTNEXT,"The experts also highlighted the need for a national, government-sponsored public health policy in South India, and the implementation of a high throughput technology for cervical cancer that is...",https://www.dtnext.in/news/city/cervical-cancer-high-prevalence-of-highrisk-hpv-in-younger-women-study-722270,2023-07-05T00:30:41Z,health,https://dtnext-prod.s3.ap-south-1.amazonaws.com/h-upload/2023/07/04/746196-720-2023-07-05t011314829.jpg
240,"Resistance training: A promising measure to prevent, delay Alzheimer`s - WION","Resistance training: A promising measure to prevent, delay Alzheimers",https://www.wionews.com/science/resistance-training-a-promising-measure-to-prevent-delay-alzheimers-612029,2023-07-04T23:04:52Z,health,http://cdn.wionews.com/sites/default/files/2023/07/05/364520-alzheimers.jpg
241,"Ozempic in a pill: Could higher doses improve blood sugar, weight loss? - Medical News Today","Higher doses of oral semaglutide may effectively be able to control blood sugar and help weight loss, according to a new study.",https://www.medicalnewstoday.com/articles/ozempic-in-pill-could-higher-doses-improve-blood-sugar-weight-loss,2023-07-04T14:21:56Z,health,https://post.medicalnewstoday.com/wp-content/uploads/sites/3/2023/07/Ozempic_pill_GettyImages1404570793_Thumb.jpg
242,Salt content: Are you keeping a check? - Indiatimes.com,Increased amounts of sodium chloride can be harmful to your body and according to studies Indian consume double the amount of salt recommended by WHO.,https://timesofindia.indiatimes.com/life-style/health-fitness/diet/salt-content-are-you-keeping-a-check/articleshow/101483870.cms,2023-07-04T14:10:00Z,health,"https://static.toiimg.com/thumb/msid-101483996,width-1070,height-580,imgsize-18754,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg"
243,First Month Of Pregnancy: A Complete Diet And Exercise Guide For Expecting Mothers - HerZindagi English,"The first month of the pregnancy is all about taking baby steps towards building your health, eating right, and resting plenty. Here is your guide to what to eat and which exercise to perform.",https://www.herzindagi.com/advice/first-month-pregnancy-guide-for-expecting-mothers-article-236560,2023-07-04T12:50:06Z,health,https://images.herzindagi.info/image/2023/Jul/first-month-pregnancy-diet-and-exercise.jpg
244,10 foods that have more magnesium than pumpkin seeds - Recipes,"While roasted pumpkin seeds are indeed a good source of magnesium, there are several other foods that contain even higher levels of this essential mineral. Here are 10 foods that have more magnesium than pumpkin seeds.",https://recipes.timesofindia.com/web-stories/10-foods-that-have-more-magnesium-than-pumpkin-seeds/photostory/101487060.cms,2023-07-04T12:30:00Z,health,"https://static.toiimg.com/thumb/msid-101487138,imgsize-224520,width-900,height-1200,resizemode-6/101487138.jpg"
245,Legs Up The Wall Pose (Viparita Karani): How To Practice Benefits And Precautions | TheHealthSite.com - TheHealthSite,More Viparita Karani advantages may be obtained by doing this yoga pose between two meals which should be at least five hours apart. TheHealthSite.com,https://www.thehealthsite.com/yoga/legs-up-the-wall-pose-viparita-karani-how-to-practice-benefits-and-precautions-989764/,2023-07-04T11:33:00Z,health,https://st1.thehealthsite.com/wp-content/uploads/2023/07/WhatsApp-Image-2023-07-04-at-12.25.52.jpg
246,Why are kids dying of heart diseases? Here are key questions answered by doctors - msnNOW,,https://www.msn.com/en-in/health/health-news/why-are-kids-dying-of-heart-diseases-here-are-key-questions-answered-by-doctors/ar-AA1doCul?ocid=StaticFallback,2023-07-04T11:11:00Z,health,
247,Malaria cases in Florida and Texas: What’s keeping the US from being a malaria hotspot? - Vox.com,Americans shouldn’t take a malaria-free future for granted.,https://www.vox.com/2023/7/4/23778786/malaria-us-florida-texas-climate-change-travel-resurgence-comeback,2023-07-04T11:00:00Z,health,https://cdn.vox-cdn.com/thumbor/JVrMOLrrJpdGlvTdZjQNHG3awr8=/0x215:3000x1786/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/24762549/594886104.jpg
248,"Sun's pull on Earth's atmosphere key in restricting Earth's day length, study finds - Press Trust of India",Read more about HEADLINE at PTI. Find out more Breaking News and Latest News Headlines from India and around the world HEADLINE word to be replaced by the headline,https://www.ptinews.com//news/health-and-lifestyle/suns-pull-on-earths-atmosphere-key-in-restricting-earths-day-length-study-finds/602728.html,2023-07-06T10:30:40Z,science,
249,Webb discovers dust reservoirs in two supernovae - Tech Explorist,"NASA James Webb space telescope reveals a dust source in early galaxies,",https://www.techexplorist.com/webb-discovers-dust-reservoirs-two-supernovae/,2023-07-06T09:58:02Z,science,https://www.techexplorist.com/wp-content/uploads/2023/07/NGC-6946-highlighting-two-supernovae.png
250,Ancient volcanic activity on Moon's dark side - Tech Explorist,Large sub-surface granite formation signals ancient volcanic activity on Moon's dark side.,https://www.techexplorist.com/ancient-volcanic-activity-moon-dark-side/,2023-07-06T09:47:08Z,science,https://www.techexplorist.com/wp-content/uploads/2023/07/Compton-Belkovich.jpg
251,Gravitational waves can help calculate rate of cosmic expansion - Devdiscourse,Read more about Gravitational waves can help calculate rate of cosmic expansion on Devdiscourse,https://www.devdiscourse.com/article/science-environment/2513114-gravitational-waves-can-help-calculate-rate-of-cosmic-expansion,2023-07-06T09:37:10Z,science,https://www.devdiscourse.com/remote.axd?https://devdiscourse.blob.core.windows.net/devnews/06_02_2020_08_27_44_068041.jpg?width=920&format=jpeg
252,'One-two punch' of solar storms likely to hit Earth by Friday - Inshorts,"As per NASA's Solar and Heliospheric Observatory (SOHO), two coronal mass ejections (CMEs) have been detected after a large sunspot emerged on the Sun. It added that a portion of the solar storms is heading towards Earth and may hit the Earth's atmosphere by …",https://inshorts.com/en/news/onetwo-punch-of-solar-storms-likely-to-hit-earth-by-friday-1688635484422,2023-07-06T09:26:48Z,science,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/07_jul/6_thu/img_1688635052613_568.jpg?
253,Team Sheds Light On The Origins Of Merging Black Holes In Galaxies Like Our Own - India Education Diary,"Northwestern University astrophysicists are part of an international team of scientists using advanced simulation tools that has predicted the existence of merging massive, 30 solar mass black hole binaries in Milky Way-like galaxies, challenging pre",https://indiaeducationdiary.in/team-sheds-light-on-the-origins-of-merging-black-holes-in-galaxies-like-our-own/,2023-07-06T08:42:42Z,science,https://indiaeducationdiary.in/wp-content/uploads/2023/07/kalogera970__FitMaxWzk3MCw2NTBd.jpg
254,"Buck Moon, First Supermoon of 2023 Illuminates Skies Across the Globe - Krishi Jagran ",Glimpse of photos of the Buck Moon from the lit-up sky across the world on the eve of Independence Day in the United States.,https://krishijagran.com/news/buck-moon-first-supermoon-of-2023-illuminates-skies-across-the-globe/,2023-07-06T08:32:53Z,science,https://kj1bcdn.b-cdn.net/media/91811/buckmoon.jpg
255,Aphelion: Exploring Earth's Farthest Point from the Sun and Its Astronomical Significance - Transcontinental Times,"INDIA: Aphelion refers to the point in an object's orbit where it is farthest away from the Sun. In the case of the Earth, it occurs once every year. This phenomenon happens because the Earth's orbit is not a perfect circle but rather an elliptical shape. As …",https://www.transcontinentaltimes.com/aphelion-earth-farthest-point-sun/,2023-07-06T08:20:35Z,science,https://www.transcontinentaltimes.com/wp-content/uploads/2023/07/Aphelion.jpg
256,AWESOME! NASA will let you engrave your name on the historic Europa Clipper spacecraft for FREE - HT Tech,Grab an amazing opportunity to have your name engraved on a NASA spacecraft heading to Jupiter’s Europa moon as part of the Message in a Bottle project. Here’s how.,https://tech.hindustantimes.com/tech/news/awesome-nasa-will-let-you-engrave-your-name-on-the-historic-europa-clipper-spacecraft-for-free-71688626883804.html,2023-07-06T07:09:42Z,science,https://images.hindustantimes.com/tech/img/2023/07/06/1600x900/space_exploratory_missions_1688627236743_1688627236978.jpeg
257,"Earth formed from dry, rocky building blocks, study - Tech Explorist",Our planet's water must have arrived late in the history of Earth's formation.,https://www.techexplorist.com/earth-formed-dry-rocky-building-blocks-study/,2023-07-06T06:00:00Z,science,https://www.techexplorist.com/wp-content/uploads/2023/07/earth-formation.jpg
258,Asteroid warning! Aircraft-sized space rock approaching Earth at fearsome speed TODAY - HT Tech,"Asteroids have been threatening Earth with extremely close approaches recently, and now another one is set to pass the planet today. Know its speed, distance, size, and more.",https://tech.hindustantimes.com/tech/news/asteroid-warning-aircraft-sized-space-rock-approaching-earth-at-fearsome-speed-today-71688618848435.html,2023-07-06T04:50:30Z,science,https://images.hindustantimes.com/tech/img/2023/07/06/1600x900/ygy_1637905928669_1688618998360.jpg
259,"NASA, SpaceX plan to launch 7th crew mission to space station in August - CGTN",NASA and SpaceX are planning to launch the seventh crew mission to the International Space Station in August.,https://news.cgtn.com/news/2023-07-06/NASA-SpaceX-plan-to-launch-7th-crew-mission-to-space-station-in-Aug-1lddoiSjvuU/index.html,2023-07-06T04:48:36Z,science,https://news.cgtn.com/news/2023-07-06/NASA-SpaceX-plan-to-launch-7th-crew-mission-to-space-station-in-Aug-1lddoiSjvuU/img/b1aaf7fdf6c24583af3e62e16caf7276/b1aaf7fdf6c24583af3e62e16caf7276-750.png
260,Clarivate Shares 2023 Journal Citation Reports Update - newsbreaks.infotoday.com,"Clarivate announced that it has released the 2023 update to its annualï¿½Journal Citation Reports (JCR). This annual release identifies more than 21,500 high-quality academic journals from across 250+ scientific and research disciplines.",https://newsbreaks.infotoday.com/Digest/Clarivate-Shares-2023-Journal-Citation-Reports-Update-159488.asp,2023-07-06T04:04:36Z,science,http://itipix.com/Misc/Newsbreaks/digest-og.jpg
261,Scientists unveil mystery of huge 'gravity hole' in Indian Ocean - EastMojo,Researchers at the Indian Institute of Science (IISc) Bangalore have identified the cause of an over three million square kilometres-wide 'gravity hole' in the Indian Ocean.,http://www.eastmojo.com/science-tech/2023/07/06/scientists-unveil-mystery-of-huge-gravity-hole-in-indian-ocean/,2023-07-06T03:50:00Z,science,https://i0.wp.com/www.eastmojo.com/wp-content/uploads/2023/07/sea_ocean_anomaly.jpg?fit=1200%2C675&ssl=1
262,One Careless Act of War Could Destroy All Satellites in Just 40 Years - ScienceAlert,"On one particular day in 2021, astronauts and cosmonauts aboard the ISS must have felt a pin-prick of fear and uncertainty.",https://www.sciencealert.com/one-careless-act-of-war-could-destroy-all-satellites-in-just-40-years,2023-07-06T03:34:02Z,science,https://www.sciencealert.com/images/2023/07/destroyed_satellite_junk_orbit.jpg
263,NEWS TRAIL - News Trail,,https://newstrailindia.com/inner.php?id=14037,2023-07-06T03:03:05Z,science,https://newstrailindia.com/uploads/article_image_uploads/photos_1564a62e82e9744_1688612482_370x270.jpg
264,IIT-H researchers find ULF gravitational waves - The New Indian Express,"The cutting-edge National Supercomputing Mission facility, Param Seva, installed at IIT-H, played a vital role in enabling these remarkable findings.",https://www.newindianexpress.com/states/telangana/2023/jul/06/iit-h-researchers-find-ulf-gravitational-waves-2591804.html,2023-07-06T02:06:00Z,science,https://images.newindianexpress.com/uploads/user/imagelibrary/2023/7/6/w600X390/SATELITE.jpg
265,NASA’s Parker Solar Probe makes 16th close flyby of Sun - The Hans India,"NASA’s Parker Solar Probe has completed 16th closest approach to the Sun, or perihelion, the agency said.",https://www.thehansindia.com/technology/tech-news/nasas-parker-solar-probe-makes-16th-close-flyby-of-sun-807435,2023-07-06T01:30:00Z,science,https://assets.thehansindia.com/h-upload/2023/07/05/1362961-nasa.jpg
266,Removing Groundwater is Affecting the Earth's Axis - Geography Realm,Researchers has shown that the enormous amount of groundwater being pumped is changing the Earth's tilt and increasing sea level rise.,https://www.geographyrealm.com/groundwater-earths-axis/,2023-07-05T22:21:42Z,science,https://www.geographyrealm.com/wp-content/uploads/2023/07/earth-axis-diagram.jpg
267,A New Way to Look at the Milky Way - VOA Learning English,"Scientists they have produced an image of the Milky Way not based on light. Instead, the image is based on subatomic particles called neutrinos.",https://learningenglish.voanews.com/a/a-new-way-to-look-at-the-milky-way/7162278.html,2023-07-05T21:57:15Z,science,https://gdb.voanews.com/01000000-0a00-0242-514a-08db7d81ae73_w1200_r1.jpg
268,From atoms to materials: Algorithmic breakthrough unlocks path to sustainable technologies: A mathematical algorithm developed by University of Liverpool researchers could signal a step change in the quest to design the new materials that are needed to me - Science Daily,New research could signal a step change in the quest to design the new materials that are needed to meet the challenge of net zero and a sustainable future. Researchers have shown that a mathematical algorithm can guarantee to predict the structure of any mat…,https://www.sciencedaily.com/releases/2023/07/230705115134.htm,2023-07-05T17:43:59Z,science,https://www.sciencedaily.com/images/scidaily-icon.png
269,Webb Detects 3-Million-Light-Year-Long Filament of Galaxies in Early Universe - Sci.News,"Using the NASA/ESA/CSA James Webb Space Telescope, astronomers have discovered a long, narrow filament of 10 galaxies that existed just 830 million years after the Big Bang.",https://www.sci.news/astronomy/webb-galaxy-filament-early-universe-12066.html,2023-07-05T16:45:41Z,science,https://cdn.sci.news/images/2023/07/image_12066-Galaxy-Filament.jpg
270,Scientists discover new clues to cause of devastating coral disease - Phys.org,Biologists at The University of Texas at Arlington have published new findings from a study to learn how different coral species respond to a devastating disease and which species are more vulnerable.,https://phys.org/news/2023-07-scientists-clues-devastating-coral-disease.html,2023-07-05T16:35:12Z,science,https://scx2.b-cdn.net/gfx/news/hires/2023/scientists-discover-ne-4.jpg
271,Scientists May Have Located The Mysterious Planet X - Giant Freakin Robot,"Scientists have breakthrough research on Planet X, believed to be the ninth planet in our solar system, unraveling its origins.",https://www.giantfreakinrobot.com/sci/planet-x-located.html,2023-07-05T16:18:19Z,science,https://www.giantfreakinrobot.com/wp-content/uploads/2021/12/planet-g6c9bbfcf4_1280.jpg
272,Research Suggests That Planets Start To Form In A Solar System When The Star Itself Is Very Young - India Education Diary,"Recent research suggests that planets start to form in a solar system when the star itself is very young, and the disk is not yet fully formed, but a survey, co-authored by a University of Michigan researcher, refines the timeline of the formation of",https://indiaeducationdiary.in/research-suggests-that-planets-start-to-form-in-a-solar-system-when-the-star-itself-is-very-young/,2023-07-05T16:13:44Z,science,https://indiaeducationdiary.in/wp-content/uploads/2021/05/Michigan-University-1024x648.png
273,"Fast, automated, affordable test for cement durability - Science Daily",Engineers have developed a new test that can predict the durability of cement in seconds to minutes -- rather than the hours it takes using current methods. The test measures the behavior of water droplets on cement surfaces using computer vision on a device …,https://www.sciencedaily.com/releases/2023/07/230705105835.htm,2023-07-05T15:37:23Z,science,https://www.sciencedaily.com/images/scidaily-icon.png
274,Nanoscale origami with DNA-wireframe paper - Nature.com,Sheets of ‘paper’ made from DNA can be induced to fold and unfold in response to external stimuli.,https://www.nature.com/articles/d41586-023-02022-9,2023-07-05T15:19:08Z,science,https://media.nature.com/lw1024/magazine-assets/d41586-023-02022-9/d41586-023-02022-9_25558986.png
275,First light on orbitronics as a viable alternative to electronics - Nature.com,Orbital Hall effect detected in titanium.,https://www.nature.com/articles/d41586-023-02072-z,2023-07-05T15:19:08Z,science,https://media.nature.com/lw1024/magazine-assets/d41586-023-02072-z/d41586-023-02072-z_25566966.png
276,Hubble Space Telescope Spies On Odd Galactic Neighbor And Snaps A Lonely Photo - Hot Hardware,Images like this are taken by Hubble in between other observations in order to maximize every bit of Hubble's observing time.,https://hothardware.com/news/hubble-spies-on-odd-galactic-neighbor,2023-07-05T15:05:00Z,science,https://images.hothardware.com/contentimages/newsitem/61988/content/hero-hubble-eso174-1.jpg
277,NASA's Mars Helicopter Makes Contact After Ghosting for Over Two Months - Futurism,"After more than two months of radio silence, NASA's Ingenuity Mars helicopter has finally phoned home. And it's healthy.",https://futurism.com/the-byte/nasa-mars-helicopter-contact-loss,2023-07-05T14:40:47Z,science,https://wp-assets.futurism.com/2023/07/nasa-mars-helicopter-contact-loss.jpg
278,European researchers design a rubber block that can count to ten - Interesting Engineering,Researchers are looking to use the metamaterial to compute in ones and tens and this could lead to a simple computer in the future.,https://interestingengineering.com/innovation/rubber-block-that-can-count,2023-07-05T14:27:00Z,science,https://dnd2oi6izkvoi.cloudfront.net/2023/07/05/image/jpeg/IPdJE5daORkwhbYjttBTfba6jVykdP8cqfOJJI0d.jpg
279,Scientists Discover That Octopuses Dream Like Humans - Laughing Squid,"Scientists in Japan have discovered that octopuses dream, as observed by chromatophores that ripple across their skin during sleep.",https://laughingsquid.com/octopuses-dream/,2023-07-05T14:16:16Z,science,https://laughingsquid.com/wp-content/uploads/2023/06/Do-octopuses-dream.jpg
280,Humans recognize affective cues in primate vocalizations: acoustic and phylogenetic perspectives | Scientific Reports - Nature.com,Scientific Reports - Humans recognize affective cues in primate vocalizations: acoustic and phylogenetic perspectives,https://www.nature.com/articles/s41598-023-37558-3,2023-07-05T13:46:22Z,science,https://media.springernature.com/m685/springer-static/image/art%3A10.1038%2Fs41598-023-37558-3/MediaObjects/41598_2023_37558_Fig1_HTML.png
281,Why is design of rover crucial for Moon missions like Chandrayaan-3? - The Week,It must be well suited to withstand the harsh conditions of lunar surface,https://www.theweek.in/news/sci-tech/2023/07/05/why-is-design-of-rover-crucial-for-moon-missions-like-chandrayaan-3.html,2023-07-05T13:03:40Z,science,https://www.theweek.in/content/dam/week/news/2022/images/2023/2/Chandrayaan-3-ISRO-ISRO.jpg
282,Nature's Chaos That Powers Life: MIT Chemists Discover Why Photosynthetic Light-Harvesting Is So Efficient - SciTechDaily,The disorganized arrangement of the proteins in light-harvesting complexes is the key to their extreme efficiency. MIT researchers have discovered that the disorganized arrangement of proteins in light-harvesting complexes enhances their energy transfer effic…,https://scitechdaily.com/natures-chaos-that-powers-life-mit-chemists-discover-why-photosynthetic-light-harvesting-is-so-efficient/,2023-07-05T12:40:15Z,science,https://scitechdaily.com/images/Efficient-Photosynthetic-Light-Harvesting.jpg
283,'Unusual placement' makes new Semiconductor Antenna - eeNews Europe,"Researchers create antenna for nanoscale light sources using unusual placement of semiconductor material, ....",https://www.eenewseurope.com/en/unusual-placement-makes-new-semiconductor-antenna/,2023-07-05T10:43:22Z,science,https://ee.cdnartwhere.eu/wp-content/uploads/2023/07/Screen-Shot-2023-07-05-at-12.20.14-1.png
284,NASA's James Webb Space Telescope captures stunning image of the wreckage of 2 galaxies crashing into each oth - Business Insider India,The James Webb Space Telescope continues to impress with its unprecedented views of the universe. A new picture shows the wreckage of two galaxies crashing,https://www.businessinsider.in/science/news/nasas-james-webb-space-telescope-captures-stunning-image-of-the-wreckage-of-2-galaxies-crashing-into-each-other/articleshow/101516885.cms,2023-07-05T10:29:00Z,science,https://www.businessinsider.in/photo/101516885/nasas-james-webb-space-telescope-captures-stunning-image-of-the-wreckage-of-2-galaxies-crashing-into-each-other.jpg?imgsize=291592
285,IISc researchers & collaborators crack structure of crucial neural transport protein - NewsDrum,"Using 'Cryo-EM', a powerful microscopy technique, researchers at the Indian Institute of Science (IISc) and collaborators have decoded the molecular architectu...",https://www.newsdrum.in/national/iisc-researchers-collaborators-crack-structure-of-crucial-neural-transport-protein,2023-07-05T09:21:06Z,science,https://img-cdn.thepublive.com/fit-in/1200x627/newsdrum-in/media/media_files/I8AORdmsupEDrULQsGli.jpg
286,"Revolutionary? Heat-resistant drones could soon fly into fires and map burning buildings, wildfires - WION","Revolutionary? Heat-resistant drones could soon fly into fires and map burning buildings, wildfires",https://www.wionews.com/science/revolutionary-heat-resistant-drones-could-soon-fly-into-fires-and-map-burning-buildings-wildfires-612204,2023-07-05T08:58:38Z,science,http://cdn.wionews.com/sites/default/files/2023/07/05/364650-untitled-design-2023-07-05t131759331.png
287,A ‘Tsunami’ through milky way galaxy - The New Indian Express,Scientists have found the biggest-ever gravitational wave passing through the Milky Way Galaxy,https://www.newindianexpress.com/world/2023/jul/05/a-tsunami-throughmilky-way-galaxy-2591624.html,2023-07-05T07:28:00Z,science,https://images.newindianexpress.com/uploads/user/imagelibrary/2023/7/5/w600X390/A_TSUNAMI.jpg
288,A deeper look at quantum tunneling lays the groundwork for new discoveries - Advanced Science News - Advanced Science News,"Vital to the fusion process and used in a wealth of technological applications, new research shows quantum tunneling is still delivering surprises.",https://www.advancedsciencenews.com/a-deeper-look-at-quantum-tunneling-lays-the-groundwork-for-new-discoveries/,2023-07-05T06:56:15Z,science,https://www.advancedsciencenews.com/wp-content/uploads/2023/07/milad-fakurian-bMSA5-tLFao-unsplash.jpg
289,New technology sheds further light on how life formed on Earth - Newsd.in,"The research, which was conducted by an international team, provides a glimpse into the earliest processes responsible for the formation of life's building elements.",https://newsd.in/new-technology-sheds-further-light-on-how-life-formed-on-earth/,2023-07-05T06:28:59Z,science,https://newsd.in/wp-content/uploads/2023/01/earth-1.jpg
290,SpaceX Launches Euclid Space Telescope for ESA - Geospatial World,ESA successfully launched the Euclid Space Telescope on 1st July. The telescope was lifting off from Space Launch Complex 40 at Cape...,https://www.geospatialworld.net/news/spacex-launches-euclid-space-telescope-for-esa/,2023-07-05T05:24:18Z,science,https://www.geospatialworld.net/wp-content/uploads/2023/07/Fz-tgogacAEATn3.jpg
291,"The US developing asteroids as a strike weapon, says expert; check out this 'celestial weapon' - HT Tech","As per a Russian expert, the US may be planning to use asteroids to strike Russia. Expert calls it 'celestial weapon'.",https://tech.hindustantimes.com/tech/news/the-us-developing-asteroids-as-a-strike-weapon-says-expert-check-out-this-celestial-weapon-71688529745374.html,2023-07-05T04:08:13Z,science,https://images.hindustantimes.com/tech/img/2023/07/05/1600x900/asteroids-7570298_1920_Pixabay_1685973855645_1688529791731.jpg
292,Supernova Threat to Infant Solar System Deflected by Cosmic Shield - Transcontinental Times,"JAPAN: Scientists have discovered evidence suggesting that our solar system survived a potentially cataclysmic event caused by a nearby supernova explosion during its early formation. Based on isotopic analysis of meteorites, the findings indicate that a shie…",https://www.transcontinentaltimes.com/supernova-threat-infant-solar-system/,2023-07-05T03:45:00Z,science,https://www.transcontinentaltimes.com/wp-content/uploads/2023/07/Supernova-Solar-System.jpg
293,Spectral index variation across X-shaped radio galaxies - Oxford Academic,"Abstract. The formation mechanism of the enigmatic subclass of radio galaxies, called ‘X-shaped radio galaxies’ (XRGs), or ‘winged’ radio galaxies, which accoun",https://academic.oup.com/mnras/advance-article/doi/10.1093/mnras/stad1997/7219329,2023-07-05T01:43:33Z,science,https://academic.oup.com/data/sitebuilderassetsoriginals/live/images/mnras/mnras_ogimage.png
294,New Species of Gliding Gecko Discovered in India - Sci.News,,https://www.sci.news/biology/gekko-mizoramensis-12064.html,2023-07-04T21:00:13Z,science,
295,"Saturn visuals show the ring ‘shining bright’, NASA astronomers note surprising details - Economic Times",New images of Saturn have emerged and the visuals are helping NASA astronauts in figuring out more specific details about the Ringed Planet.,https://economictimes.indiatimes.com/news/international/us/saturn-visuals-show-the-ring-shining-bright-nasa-astronomers-note-surprising-details/articleshow/101496455.cms,2023-07-04T20:57:00Z,science,"https://img.etimg.com/thumb/msid-101496463,width-1070,height-580,imgsize-7124,overlay-economictimes/photo.jpg"
296,NASA seals 4 participants on isolated Mars-like habitat for a year - Telangana Today,"The mission is the first of three planned one-year Mars surface simulations, during which crew members will live and work in a 3D-printed, 1,700-square-foot habitat called Mars Dune Alpha for an year",https://telanganatoday.com/nasa-seals-4-participants-on-isolated-mars-like-habitat-for-a-year,2023-07-04T18:51:50Z,science,https://cdn.telanganatoday.com/wp-content/uploads/2023/07/NASA.jpg
